Nome: CIPO
Codigo Estacao: 83192
Latitude: -11.10138888
Longitude: -38.52416666
Altitude: 143.53
Situacao: Operante
Data Inicial: 1990-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Mensal

Data Medicao;EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
1998-12-31;null;null;null;250,9;19;994,080645;34,667742;27,530968;22,693548;60,395161;8;2,723656;null;
1999-01-31;null;null;null;212,2;48,5;993,370968;35,316129;27,835484;22,370968;58,153226;7;3,623656;null;
1999-02-28;null;null;null;189;30,3;994,167857;34,685714;27,750714;22,960714;62,258929;7;2,642857;null;
1999-03-31;null;null;null;260,6;5,8;993,115054;35,377419;28,080645;22,73871;60,983871;6;2,851613;null;
1999-04-30;null;null;null;242;14,5;995,376667;34,063333;27,322667;22,02;61,766667;7;3,222222;null;
1999-05-31;null;null;null;181,3;38,5;996,615054;31,2;25,521935;21,483871;72,895161;8;2,956989;null;
1999-06-30;null;null;null;155,1;44,9;997,92;28,826667;23,730667;20,346667;79,9;8;2,72;null;
1999-07-31;null;null;null;187,3;60,9;1000,224731;28,532258;22,807097;18,606452;78,653226;7;3,204301;null;
1999-08-31;null;null;null;164,4;117,9;1000,521505;27,058065;21,916774;18,225806;80,306452;9;3,182796;null;
1999-09-30;null;null;null;201;44,5;998,047778;29,433333;23,11;18,153333;74,491667;7;3,111111;null;
1999-10-31;176,2;null;null;167,7;19,7;997,009677;30,522581;24,556774;20,322581;71,290323;8;3,225806;null;
1999-11-30;null;null;null;202,5;56,6;994,702222;31,893333;25,876;21,7;67,533333;7;2,944444;null;
1999-12-31;null;null;null;195,8;53,2;993,998925;32,822581;26,663226;22,677419;66,169355;9;3,064516;null;
2000-01-31;null;null;null;233,2;45,5;993,156989;33,593548;27,051613;22,4;62,895161;9;3,150538;null;
2000-02-29;154,3;null;null;212,9;73;994,666667;32,97931;26,775172;22,513793;70,402174;8;2,413793;null;
2000-03-31;161,7;null;null;214,1;32,7;993,946237;33,132258;26,804516;22,316129;64,862903;6;2,580645;null;
2000-04-30;118,5;null;null;188;75,9;995,166667;31,703333;26,044;22,583333;75,766667;7;2,822222;null;
2000-05-31;132,9;null;null;203,6;41;996,596774;30,790323;24,847742;20,806452;76,943548;7;2,645161;null;
2000-06-30;98,9;null;null;152,2;73,7;998,311111;28,653333;23,673333;20,256667;82,333333;8;2,835556;null;
2000-07-31;104,9;null;null;171,8;38,6;998,873118;28,532258;22,603871;18,529032;77,870968;6;2,882796;null;
2000-08-31;118,9;null;null;165,3;37,3;1000,366667;28,932258;23,189032;19,716129;79,862903;8;2,978495;null;
2000-09-30;143,5;null;null;201,3;59,1;999,037778;29,823333;23,808;20,093333;77,908333;7;3,588889;null;
2000-10-31;176,8;null;null;253,2;6,7;998,1;32,625806;25,501935;20,709677;67,153226;8;3,505376;null;
2000-11-30;133,8;null;null;199,2;218,8;994,805556;32,616667;26,133333;22,183333;71,758333;7;2,733333;null;
2000-12-31;144,9;null;null;220,3;97,3;995,653763;32,490323;26,107742;21,925806;72,040323;6;2,668817;null;
2001-01-31;190;null;null;253,9;20,8;996,698925;33,593548;26,112258;20,667742;66,241935;9;3,27957;null;
2001-02-28;184,8;null;null;233,8;3;994,985714;35,385714;27,59;21,825;59,642857;6;2,785714;null;
2001-03-31;166,7;null;null;233,2;122,8;995,877419;33,919355;27,213548;22,532258;67,741935;6;2,967742;null;
2001-04-30;149,2;null;null;207;48,7;996,864444;32,366667;25,87;21,13;69,9;8;3,022222;null;
2001-05-31;133,5;null;null;242,5;27,5;996,895699;32,896774;26,028387;21,222581;70,903226;6;2,444086;null;
2001-06-30;109,7;null;null;182,1;78,7;999,958889;29,066667;23,408667;19,873333;80,108333;6;3,033333;null;
2001-07-31;106,6;null;null;188,2;50,3;1000,696774;28,577419;22,972903;19,129032;81,5;9;3,580645;null;
2001-08-31;101,8;null;null;150,6;48,8;1002,748387;27,967742;22,198065;18,13871;82,927419;9;3,892473;null;
2001-09-30;108,6;null;null;186,5;41,8;999,018889;30,313333;23,925333;19,54;76,65;9;3,591111;null;
2001-10-31;187,8;null;null;236;51;997,556989;32,251613;25,452258;20,706452;69,612903;9;3,612903;null;
2001-11-30;233,4;null;null;274,1;,4;995,706667;34,663333;26,820667;21,52;62,775;7;3,318889;null;
2001-12-31;221,2;null;null;216,7;38,6;995,378495;34,380645;27,306452;23,129032;65,669355;10;3,249462;null;
2002-01-31;108,5;null;null;162,2;122,6;995,519355;31,290323;25,763871;22,183871;77,024194;6;2,776133;null;
2002-02-28;102,1;null;null;217;71,5;995,932143;32,864286;26,070714;21,514286;71,907407;5;2,822804;null;
2002-03-31;174,3;null;null;229,4;19,1;995,870652;33,512903;26,732903;21,690323;66,475806;9;3,625285;null;
2002-04-30;149,4;null;null;210,2;15;995,627778;32,933333;26,164;21,206667;69,191667;7;3,444444;null;
2002-05-31;128,9;null;null;193,2;49,6;997,276344;30,732258;24,689032;20,558065;76,782258;8;3,129964;null;
2002-06-30;96,2;null;null;140,4;27,5;1000,085556;28,796667;23,426667;19,603333;80,875;8;3,622222;null;
2002-07-31;86,2;null;null;154,8;30,5;1000,584946;28,790323;23,04;18,974194;81,548387;7;3,043011;null;
2002-08-31;130,6;null;null;196,6;29,7;1000,703226;29,725806;23,056774;18,46129;77,032258;8;3,369565;null;
2002-09-30;145,7;null;null;221,1;26;999,203333;31,676667;24,737333;19,906667;70,5;10;3,411111;null;
2002-10-31;223,4;null;null;285,3;4,7;997,686022;33,467742;25,966452;20,741935;64,080645;10;3,903226;null;
2002-11-30;252,7;null;null;252,1;13,4;996,962222;34,346667;26,862;22,46;63,708333;8;3,832716;null;
2002-12-31;221,3;null;null;250,1;111,5;995,973118;35,006452;27,492903;23,164516;63,943548;7;3,139785;null;
2003-01-31;246,2;179,207958;179,207958;278,5;37,1;995,629032;35,919355;28,199355;23,332258;62,032258;7;3,204301;null;
2003-02-28;199,5;144,809816;126,5;227,8;26,5;996,461905;33,928571;27,387857;23,021429;66,330357;8;3,616667;null;
2003-03-31;214,1;162,330635;48,4;214,8;48,4;995,869892;34,132258;27,736774;23,7;67,104839;7;3,583871;null;
2003-04-30;231,8;152,903765;3,3;241,6;3,4;996,436667;34,783333;27,7;22,636667;63,216667;7;3,712222;null;
2003-05-31;105,5;119,653034;54,9;157,3;54,4;997,956989;31,196774;25,614839;22,135484;77,379032;9;3,451613;null;
2003-06-30;109,3;90,327085;48,6;163;48,6;999,443333;28,96;23,861333;20,613333;81,458333;7;3,1;null;
2003-07-31;118,9;79,293704;69,4;173,4;69,5;1001,623656;28,016129;22,587742;18,925806;81,193548;8;3,408602;null;
2003-08-31;119,7;87,987594;30,1;186;30,2;1001,174194;28,729032;23,234194;19,458065;81,467742;8;3,376344;null;
2003-09-30;166,6;null;null;228,2;36,6;1000,145556;30,813333;24,114;19,533333;74,666667;8;3,922222;null;
2003-10-31;220,2;null;null;226,1;7,4;998,106452;32,206452;25,408387;20,758065;68,959677;9;4,086022;null;
2003-11-30;147,2;null;null;219,5;156,2;996,436667;32,136667;25,8;21,683333;71,508333;null;null;null;
2003-12-31;215;null;null;284,4;16,8;995,986022;34,493548;27,114839;21,967742;61,645161;null;null;null;
2004-01-31;120;null;null;165,7;168,2;995,080645;32,403226;26,491613;22,758065;73,516129;null;null;null;
2004-02-29;146;null;null;207,5;140,4;996,051724;32,517241;26,392414;22,165517;70,801724;null;null;null;
2004-03-31;168,4;null;null;248,9;14;995,772043;32,951613;26,619355;22,035484;67,983871;null;null;null;
2004-04-30;164,3;null;null;203,7;25,8;996,603333;32,99;26,348;21,846667;70,683333;null;null;null;
2004-05-31;118,9;null;null;181,8;46,3;998,363441;30,412903;24,617419;20,693548;78,491935;null;null;null;
2004-06-30;150,6;null;null;178,9;31,1;1001,203333;29,61;23,325333;18,87;80,2;null;null;null;
2004-07-31;142,2;null;null;169,2;37;1000,695699;28,216129;22,628387;18,619355;78,879032;null;null;null;
2004-08-31;146,7;null;null;177,4;13,8;1001,801075;28,929032;22,944516;18,5;77,943548;9;3,764516;null;
2004-09-30;197,5;null;null;218,8;8,5;1000,176667;30,706667;23,770667;18,213333;71,416667;9,8;4,376667;null;
2004-10-31;240,8;null;null;260,2;,7;997,280645;33,729032;26,145161;20,793548;63,870968;9;4,234409;null;
